author,authorID,samID,title,year,repName,varName,count,newsamID,DisplayName,latitude,longitude
downing,34,42,femalefriend,1816,england's,england's,1,1,England,51.5,-0.116666667
dowriche,35,1,french,1589,england,england,4,1,England,51.5,-0.116666667
egerton,36,1,poems,1703,england,england,1,1,England,51.5,-0.116666667
elizabeth,37,1,amost,643),england,england,2,1,England,51.5,-0.116666667
elizabeth,37,1,marrcamden,1559,england,england,3,1,England,51.5,-0.116666667
elizabeth,37,1,tilburycabala,1588,england,england,1,1,England,51.5,-0.116666667
erskine,38,1,alcon,1815,england,england,1,1,England,51.5,-0.116666667
evans,39,1,shortrelation,1662,england,england,17,1,England,51.5,-0.116666667
evelyn,40,1,foppensis,1691,england,england,1,1,England,51.5,-0.116666667
finch-b,41,1,sonnets,1805,england,england,7,1,England,51.5,-0.116666667
garnett,42,1,nightbefore,1824,england,england,2,1,England,51.5,-0.116666667
green,43,1,romance,1810,england,england,5,1,England,51.5,-0.116666667
haywood,44,1,spectator01,1745,england,england,8,1,England,51.5,-0.116666667
haywood,44,1,spectator02,1745,england,england,25,1,England,51.5,-0.116666667
haywood,44,1,fairhebrew,1729,england,england,2,1,England,51.5,-0.116666667
haywood,44,1,spectator03,1745,england,england,4,1,England,51.5,-0.116666667
haywood,44,1,spectator04,1745,england,england,7,1,England,51.5,-0.116666667
haywood,44,1,eovaai,1736,england,england,2,1,England,51.5,-0.116666667
holford,45,441,anjou,1816,englande,englande,1,1,Englande,51.5,-0.116666667
holford,45,42,anjou,1816,england's,england's,30,1,England,51.5,-0.116666667
holford,45,1,anjou,1816,england,england,16,1,England,51.5,-0.116666667
holford,45,1,poems,1811,england,england,3,1,England,51.5,-0.116666667
holley,46,1,texas,1831,england,england,2,1,England,51.5,-0.116666667
jones-a,47,1,amaria,1793,england,england,2,1,England,51.5,-0.116666667
judson,48,1,account,1827,england,england,12,1,England,51.5,-0.116666667
kilham,49,1,claims,1830,eng land,eng land|england,13,1,England,51.5,-0.116666667
kilham,49,1,memoir,1837,eng land,eng land|england,116,1,England,51.5,-0.116666667
leapor,50,1,poems,Aug-51,england,england,1,1,England,51.5,-0.116666667
leapor,50,1,poems2,1751,england,england,2,1,England,51.5,-0.116666667
lennox,51,1,eliza02,1767,england,england,1,1,England,51.5,-0.116666667
lennox,51,1,museum,0-61,england,england,40,1,England,51.5,-0.116666667
lennox,51,42,museum,0-61,england's,england's,1,1,England,51.5,-0.116666667
leonard,52,1,millerdream,1822,england,england,1,1,England,51.5,-0.116666667
lickbarrow,53,1,effusions,1814,england,england,1,1,England,51.5,-0.116666667
lickbarrow,53,42,lament,1818,england's,england's,3,1,England,51.5,-0.116666667
lickbarrow,53,1,lament,1818,england,england,3,1,England,51.5,-0.116666667
liddiard,54,1,sgelaighe,1811,england,england,4,1,England,51.5,-0.116666667
liddiard,54,1,theodore,1816,england,england,1,1,England,51.5,-0.116666667
lilburne,160,42,knights,1646,englands,englands,1,1,England,51.5,-0.116666667
love,55,1,name1663,1663,england,england,5,1,England,51.5,-0.116666667
love,55,1,name1651,1651,england,england,5,1,England,51.5,-0.116666667
makin,56,1,essays,1673,england,england,2,1,England,51.5,-0.116666667
manley,57,1,letters,1696,england,england,2,1,England,51.5,-0.116666667
maxwell,58,1,feudal,1810,england,england,1,1,England,51.5,-0.116666667
maxwell,58,42,feudal,1810,england's,england's,1,1,England,51.5,-0.116666667
morton,59,1,ouabi,1790,england,england,2,1,England,51.5,-0.116666667
murray,60,1,gleaner,1798,england;,england;|eng land|england,41,1,England,51.5,-0.116666667
nooth,61,1,poemsplay,1815,england,england,1,1,England,51.5,-0.116666667
oneill,62,1,poetical,1802,england,england,1,1,England,51.5,-0.116666667
oneill,62,42,poetical,1802,england's,england's,1,1,England,51.5,-0.116666667
parr-s,63,1,apologie,1659,england,england,2,1,England,51.5,-0.116666667
pennington,64,1,advice,1773,england,england,1,1,England,51.5,-0.116666667
philips,65,1,letters,1705,eng land,eng land|england,4,1,England,51.5,-0.116666667
philips-k,66,1,pompey,1663,england,england,1,1,England,51.5,-0.116666667
philips-k,66,1,poems1664,1664,england,england,5,1,England,51.5,-0.116666667
philips-k,66,1,poems1667,1667,england,england,5,1,England,51.5,-0.116666667
pix,67,1,innocent,1697,england,england,1,1,England,51.5,-0.116666667
pix,67,1,beau,1700,england,england,2,1,England,51.5,-0.116666667
poole,68,1,vision,1648,england,england,1,1,England,51.5,-0.116666667
primrose,69,1,chaine,1630,england,england,6,1,England,51.5,-0.116666667
primrose,69,42,chaine,1630,englands,englands,3,1,England,51.5,-0.116666667
prince,70,1,westindies,1841,england,england,1,1,England,51.5,-0.116666667
robinson,71,1,thoughts,1799,england,england,8,1,England,51.5,-0.116666667
robinson,71,42,poetical,1824,england's,england's,3,1,England,51.5,-0.116666667
rowe,72,1,poems,1696,england,england,1,1,England,51.5,-0.116666667
rowe,72,1,friendship,1728,england,england,2,1,England,51.5,-0.116666667
rowson,73,1,present,1811,eng land,eng land|england,11,1,England,51.5,-0.116666667
rowson,73,1,inquisitor,1794,eng land,eng land|england,13,1,England,51.5,-0.116666667
royall,74,1,alabama,1830,england,england,1,1,England,51.5,-0.116666667
ryves,75,1,hastiniad,1784,england,england,1,1,England,51.5,-0.116666667
sanders,76,1,aborigine,1829,england,england,1,1,England,51.5,-0.116666667
scott,77,1,advocate,1774,england,england,2,1,England,51.5,-0.116666667
sharp,78,1,midwives,1671,england,england,2,1,England,51.5,-0.116666667
sigourney,79,42,aborigines,1822,england's,england's,1,1,England,51.5,-0.116666667
sigourney,79,1,aborigines,1822,england,england,2,1,England,51.5,-0.116666667
simmons,80,1,lostsheep,1655,england,england,2,1,England,51.5,-0.116666667
smith,81,1,darcy,1796,eng land,eng land|england,24,1,England,51.5,-0.116666667
smith,81,1,beachy,1807,england,england,2,1,England,51.5,-0.116666667
smith,81,1,desmond,1792,en gland,en gland|eng land|england,111,1,England,51.5,-0.116666667
smith,81,1,whatisshe,1799,england;,england;|england,2,1,England,51.5,-0.116666667
smith,81,1,conversations,1819,england,england,10,1,England,51.5,-0.116666667
smith,81,42,beachy,1807,england's,england's,1,1,England,51.5,-0.116666667
smith,81,42,emigrants,1793,england's,england's,3,1,England,51.5,-0.116666667
smith,81,1,emigrants,1793,england,england,2,1,England,51.5,-0.116666667
smith,81,1,manor,1793,en gland,en gland|england,42,1,England,51.5,-0.116666667
sowernam,82,1,haman,1617,england,england,1,1,England,51.5,-0.116666667
stagg,83,1,petition,1641,england,england,1,1,England,51.5,-0.116666667
tattle,84,1,revenge,1640,england,england,4,1,England,51.5,-0.116666667
tollet,85,1,poems,1756,england,england,2,1,England,51.5,-0.116666667
trapnel,86,1,stone,1654,england,england,1,1,England,51.5,-0.116666667
trench,87,1,thoughts,1837,england,england,1,1,England,51.5,-0.116666667
trimmer,88,1,fabulous,1786,england,england,1,1,England,51.5,-0.116666667
unknown,89,1,femalewits,1704,england,england,1,1,England,51.5,-0.116666667
unknown,89,42,tears,1774,england's,england's,6,1,England,51.5,-0.116666667
unknown,89,1,fortunate,1750,england,england,5,1,England,51.5,-0.116666667
unknown,89,42,brideling,1595,englands,englands,1,1,England,51.5,-0.116666667
unknown,89,1,brideling,1595,england,england,3,1,England,51.5,-0.116666667
unknown,89,42,changingscenes,1825,england's,england's,1,1,England,51.5,-0.116666667
unknown,89,1,changingscenes,1825,england,england,5,1,England,51.5,-0.116666667
unknown,89,1,swetnam,1620,england,england,4,1,England,51.5,-0.116666667
unknown,89,1,witchcrafts,1619,eng land,eng land|england,2,1,England,51.5,-0.116666667
unknown,89,441,brideling,1595,englande,englande,2,1,Englande,51.5,-0.116666667
various,90,1,matrones,1582,england,england,1,1,England,51.5,-0.116666667
various,90,1,loveletters1,1693,england,england,1,1,England,51.5,-0.116666667
various,90,1,loveletters2,1694,england,england,2,1,England,51.5,-0.116666667
wakefield,91,1,mental,1794,england,england,15,1,England,51.5,-0.116666667
warren,92,1,blockheads,1776,england,england,1,1,England,51.5,-0.116666667
west,93,42,poems-tragedy,1791,england's,england's,4,1,England,51.5,-0.116666667
west,93,1,poems-tragedy,1791,england,england,11,1,England,51.5,-0.116666667
wheatley,94,1,poems,1773,england,england,1,1,England,51.5,-0.116666667
whitrow,95,1,work,1677,eng land,eng land|england,3,1,England,51.5,-0.116666667
whitrow,95,1,toking,1692,england,england,4,1,England,51.5,-0.116666667
whitrow,95,42,humblethanksgiving,1694,england's,england's,1,1,England,51.5,-0.116666667
whitrow,95,1,humblesalutation,1690,eng land,eng land|england,6,1,England,51.5,-0.116666667
whitrow,95,1,humblethanksgiving,1694,england,england,7,1,England,51.5,-0.116666667
whitrow,95,1,humbleaddress,1689,england,england,4,1,England,51.5,-0.116666667
williams,96,1,poems,1828,england,england,1,1,England,51.5,-0.116666667
williams,96,1,farewell,1791,england,england,1,1,England,51.5,-0.116666667
yearsley,97,42,goodwin,1791,england's,england's,3,1,England,51.5,-0.116666667
yearsley,97,1,goodwin,1791,england;,england;|england,9,1,England,51.5,-0.116666667
adams,1,2,jews,1812,france,france,69,2,France,48.85,2.35
adams,1,2,newengland,1799,france,france,42,2,France,48.85,2.35
aikin,2,2,epistles,1810,france,france,6,2,France,48.85,2.35
bacon,116,1539,apologie,1564,fraunce,fraunce,3,2,Fraunce,48.85,2.35
barbauld,5,2,poems,1773,france,france,1,2,France,48.85,2.35
barbauld,5,2,works1,1826,france,france,1,2,France,48.85,2.35
barbauld,5,2,works2,1826,france,france,32,2,France,48.85,2.35
barbauld,5,2,legacy,1826,france,france,12,2,France,48.85,2.35
barber,6,2,poems,1734,france,france,1,2,France,48.85,2.35
barker,7,2,patchwork,1723,france,france,3,2,France,48.85,2.35
barker,7,2,recreations,1688,france,france,9,2,France,48.85,2.35
barker,7,2,love,1713,france,france,3,2,France,48.85,2.35
barker,7,2,lining,1726,france,france,8,2,France,48.85,2.35
behn,8,2,miscellany,1685,france,france,4,2,France,48.85,2.35
behn,8,2,widow,1690,france,france,1,2,France,48.85,2.35
benger,9,2,geniad,1791,france,france,2,2,France,48.85,2.35
boothby,98,2,marcelia,1670,france,france,1,2,France,48.85,2.35
bradstreet,11,2,tenthmuse,1650,france,france,7,2,France,48.85,2.35
bradstreet,11,2,several,1678,france,france,6,2,France,48.85,2.35
brooke,12,2,emily,1769,france,france,13,2,France,48.85,2.35
brooks,13,2,idomen,1843,france,france,9,2,France,48.85,2.35
bullard,14,2,reformation,1832,france,france,8,2,France,48.85,2.35
carleton,15,2,case,1663,france,france,2,2,France,48.85,2.35
cary-e,17,2,edoct,1680,france,france,11,2,France,48.85,2.35
cary-e,17,2,history,1680,france,france,19,2,France,48.85,2.35
cary-m,18,2,doom,1651,france,france,3,2,France,48.85,2.35
cassan,99,2,poems,1806,france,france,1,2,France,48.85,2.35
cavendish,19,2,natpix,1656,france,france,7,2,France,48.85,2.35
cavendish,19,2,62g-unnatural,1662,france,france,3,2,France,48.85,2.35
cavendish,19,2,william,1667,france,france,6,2,France,48.85,2.35
cavendish,19,2,68c-presence,1668,france,france,1,2,France,48.85,2.35
cavendish,19,2,62l-hash,1662,france,france,2,2,France,48.85,2.35
cavendish,19,2,62h-public,1662,france,france,4,2,France,48.85,2.35
cavendish,19,2,philosophical,1664,france,france,2,2,France,48.85,2.35
cavendish,19,2,62n-apocriphal,1662,france,france,2,2,France,48.85,2.35
cavendish,19,2,olio,1655,france,france,2,2,France,48.85,2.35
cavendish,19,2,fancies,1653,france,france,2,2,France,48.85,2.35
cellier,20,2,maldef,1680,france,france,2,2,France,48.85,2.35
cellier,20,2,todoctor,1688,france,france,2,2,France,48.85,2.35
centlivre,21,2,platlady,1707,france,france,5,2,France,48.85,2.35
centlivre,21,2,wonderwoman,1714,france,france,1,2,France,48.85,2.35
centlivre,21,2,bewitched,1709,france,france,1,2,France,48.85,2.35
chalmers,22,2,poems,1813,france,france,1,2,France,48.85,2.35
chandler,23,2,poetical,1845,france,france,3,2,France,48.85,2.35
cheney,24,2,pilgrimpeep,1824,france,france,2,2,France,48.85,2.35
chidley,25,2,just,1641,france,france,3,2,France,48.85,2.35
child,26,2,appeal,1833,france,france,14,2,France,48.85,2.35
chudleigh,100,2,essays,1710,france,france,1,2,France,48.85,2.35
chudleigh,100,2,poems3ch,1703,france,france,2,2,France,48.85,2.35
clark,27,2,esquimaux01,1819,france,france,10,2,France,48.85,2.35
cowley,28,2,townbefore,1813,france,france,1,2,France,48.85,2.35
cowley,28,1543,poems,1813,france's,france's,1,2,France,48.85,2.35
cowley,28,2,albina,1813,france,france,1,2,France,48.85,2.35
cowley,28,2,turkey,1813,france,france,1,2,France,48.85,2.35
cowley,28,2,belles,1813,france,france,4,2,France,48.85,2.35
cowley,28,2,bold,1813,france,france,1,2,France,48.85,2.35
cowley,28,2,poems,1813,france,france,21,2,France,48.85,2.35
cowley,28,2,theman,1813,france,france,3,2,France,48.85,2.35
cowley,28,2,runaway,1813,france,france,4,2,France,48.85,2.35
cushing,29,2,saratoga1,1824,france,france,1,2,France,48.85,2.35
cushing,29,2,letters,1832,france.,france.|france,71,2,France,48.85,2.35
danvers,101,2,academia,1691,france,france,1,2,France,48.85,2.35
davies,30,2,bethlehem,1652,france,france,1,2,France,48.85,2.35
davies,30,2,kingsofearth,1633,france,france,3,2,France,48.85,2.35
davies,30,2,blessing,1644,france,france,2,2,France,48.85,2.35
davies,30,2,appearance,1650,france,france,1,2,France,48.85,2.35
davies,30,2,honorable,1649,france,france,1,2,France,48.85,2.35
davies,30,2,warning,1625,france,france,3,2,France,48.85,2.35
deverell,33,2,maryqueen,1792,france;,france;|france,18,2,France,48.85,2.35
edgeworth,102,2,letters,1795,france,france,2,2,France,48.85,2.35
evans,39,2,shortrelation,1662,france,france,2,2,France,48.85,2.35
evelyn,40,2,muliebris,1690,france,france,1,2,France,48.85,2.35
evelyn,40,2,foppensis,1691,france,france,1,2,France,48.85,2.35
finch-a,103,2,poems,1713,france,france,2,2,France,48.85,2.35
finch-b,41,2,sonnets,1805,france,france,2,2,France,48.85,2.35
francis,104,2,song,1781,france,france,1,2,France,48.85,2.35
garnett,42,2,nightbefore,1824,france,france,1,2,France,48.85,2.35
hands,105,2,deathamnon,1789,france,france,1,2,France,48.85,2.35
haywood,44,2,spectator02,1745,france,france,16,2,France,48.85,2.35
haywood,44,2,love02,1719,france,france,1,2,France,48.85,2.35
haywood,44,2,love01,1719,france,france,1,2,France,48.85,2.35
haywood,44,2,spectator01,1745,france,france,10,2,France,48.85,2.35
haywood,44,2,spectator04,1745,france,france,3,2,France,48.85,2.35
haywood,44,2,spectator03,1745,france,france,2,2,France,48.85,2.35
haywood,44,2,bath-intrigues,1725,france,france,1,2,France,48.85,2.35
instone,106,2,poems,1797,france,france,2,2,France,48.85,2.35
jones-m,107,2,miscellanies,1750,france,france,2,2,France,48.85,2.35
kilham,49,2,memoir,1837,france,france,5,2,France,48.85,2.35
leapor,50,2,poems,Aug-51,france,france,2,2,France,48.85,2.35
lennox,51,2,museum,0-61,france,france,43,2,France,48.85,2.35
liddiard,54,2,sgelaighe,1811,france,france,1,2,France,48.85,2.35
liddiard,54,2,theodore,1816,france,france,2,2,France,48.85,2.35
makin,56,2,essays,1673,france,france,2,2,France,48.85,2.35
man,108,2,argenis,1640,france,france,11,2,France,48.85,2.35
manley,57,2,letters,1696,france,france,2,2,France,48.85,2.35
maxwell,58,2,feudal,1810,france,france,1,2,France,48.85,2.35
moise,109,2,fancysketch,1833,france,france,4,2,France,48.85,2.35
montague,110,2,essay,1771,france,france,3,2,France,48.85,2.35
murray,60,2,gleaner,1798,france;,france;|france,36,2,France,48.85,2.35
nooth,61,2,poemsplay,1815,france,france,3,2,France,48.85,2.35
oneill,62,2,poetical,1802,france,france,1,2,France,48.85,2.35
owen,111,2,antipurg,1634,france,france,1,2,France,48.85,2.35
owenson,112,2,irishharp,1807,france,france,1,2,France,48.85,2.35
philips-k,66,2,pompey,1663,france,france,1,2,France,48.85,2.35
pix,67,2,deceiver,1698,france,france,8,2,France,48.85,2.35
primrose,69,2,chaine,1630,france,france|france;,2,2,France,48.85,2.35
prince,70,2,narrativelife,1850,france,france,1,2,France,48.85,2.35
prince,70,2,westindies,1841,france,france,1,2,France,48.85,2.35
robinson,71,1543,reflections,1791,france's,france's,1,2,France,48.85,2.35
robinson,71,2,thoughts,1799,france,france,9,2,France,48.85,2.35
robinson,71,2,reflections,1791,france,france,8,2,France,48.85,2.35
robinson,71,2,poetical,1824,france,france,4,2,France,48.85,2.35
rowson,73,2,present,1811,france,france,3,2,France,48.85,2.35
rowson,73,2,inquisitor,1794,france,france,1,2,France,48.85,2.35
royall,74,2,alabama,1830,france,france,4,2,France,48.85,2.35
sanders,76,2,aborigine,1829,france,france,2,2,France,48.85,2.35
scott,77,2,advocate,1774,france,france,1,2,France,48.85,2.35
sharp,78,2,midwives,1671,france,france,2,2,France,48.85,2.35
sigourney,79,2,aborigines,1822,france,france,5,2,France,48.85,2.35
smith,81,2,darcy,1796,france,france,12,2,France,48.85,2.35
smith,81,2,manor,1793,france,france,5,2,France,48.85,2.35
smith,81,2,conversations,1819,france,france,13,2,France,48.85,2.35
smith,81,2,beachy,1807,france,france,1,2,France,48.85,2.35
smith,81,2,desmond,1792,france,france,121,2,France,48.85,2.35
smith,81,1543,desmond,1792,france's,france's,1,2,France,48.85,2.35
smith,81,2,emigrants,1793,france,france,9,2,France,48.85,2.35
tattle,84,2,revenge,1640,france,france,1,2,France,48.85,2.35
taylor,113,2,essays,1816,france,france,1,2,France,48.85,2.35
tollet,85,2,poems,1756,france,france,6,2,France,48.85,2.35
unknown,89,2,tears,1774,france,france,1,2,France,48.85,2.35
unknown,89,2,witchcrafts,1619,france,france,1,2,France,48.85,2.35
unknown,89,2,femalewits,1704,france,france,1,2,France,48.85,2.35
unknown,89,2,changingscenes,1825,france,france,9,2,France,48.85,2.35
various,90,2,loveletters2,1694,france,france,2,2,France,48.85,2.35
various,90,2,matrones,1582,france,france,1,2,France,48.85,2.35
wakefield,91,2,mental,1794,france,france,3,2,France,48.85,2.35
warren,92,2,group,1775,france,france,1,2,France,48.85,2.35
west,93,2,poems-tragedy,1791,france,france,1,2,France,48.85,2.35
williams,96,2,poems,1828,france,france,1,2,France,48.85,2.35
wroth,114,2,urania,1621,france,france,2,2,France,48.85,2.35
yearsley,97,2,goodwin,1791,france,france,3,2,France,48.85,2.35
adams,1,3,newengland,1799,lon don,lon don|london,14,3,London,51.50722222,-0.1275
adams,1,3,jews,1812,london,london,43,3,London,51.50722222,-0.1275
anger,3,3,protection,1589,london,london,1,3,London,51.50722222,-0.1275
askew,115,3,lattre,1547,lon don,lon don|london,6,3,London,51.50722222,-0.1275
bacon,116,3,apologie,1564,london,london,1,3,London,51.50722222,-0.1275
bannerman,117,3,poems,1800,london,london,1,3,London,51.50722222,-0.1275
barbauld,5,815,works2,1826,london's,london's,1,3,London,51.50722222,-0.1275
barbauld,5,815,works1,1826,london's,london's,1,3,London,51.50722222,-0.1275
barbauld,5,3,works2,1826,london,london,35,3,London,51.50722222,-0.1275
barbauld,5,3,legacy,1826,london,london,7,3,London,51.50722222,-0.1275
barbauld,5,3,works1,1826,london,london,3,3,London,51.50722222,-0.1275
barber,6,3,poems,1734,london,london,5,3,London,51.50722222,-0.1275
barker,7,3,patchwork,1723,london,london,8,3,London,51.50722222,-0.1275
barker,7,3,love,1713,london,london,12,3,London,51.50722222,-0.1275
barker,7,3,recreations,1688,london,london,3,3,London,51.50722222,-0.1275
barker,7,3,lining,1726,london,london,20,3,London,51.50722222,-0.1275
bath,118,3,poems,1806,london,london,1,3,London,51.50722222,-0.1275
behn,8,3,patient,1678,lon don,lon don|london,3,3,London,51.50722222,-0.1275
behn,8,3,miscellany,1685,london,london,2,3,London,51.50722222,-0.1275
behn,8,3,emperor,1688,london,london,1,3,London,51.50722222,-0.1275
biddle,10,3,trumpet,1662,london,london,8,3,London,51.50722222,-0.1275
biddle,10,3,warlord,1660,london,london,8,3,London,51.50722222,-0.1275
bradstreet,11,3,several,1678,london,london,1,3,London,51.50722222,-0.1275
brooke,12,3,emily,1769,lon don,lon don|london,30,3,London,51.50722222,-0.1275
brooks,13,3,zophiel1834,1834,london,london,3,3,London,51.50722222,-0.1275
bullard,14,3,reformation,1832,london,london,2,3,London,51.50722222,-0.1275
carleton,15,3,case,1663,london,london,5,3,London,51.50722222,-0.1275
