simpleName,repList,,count,samID,newsamID,comments,latitude,longitude,uniqIDnowuseless,DisplayName
mohawk,mohawk,,0,1431,1431,two were not a place: 1 was mowhawk river (Peep at the Pilgrims: deleted because threshhold,NA,NA,1431,Mohawk
moab,moab|mo ab,,3,1432,1432,biblical place,NA,NA,1432,Moab
mirabeau,mirabeau,,3,1434,1434,not a place!,NA,NA,1434,Mirabeau
minden,minden,,3,1435,1435,,52.28333333,8.916666667,1435,Minden
millville,millville,,3,1436,1436,,41.99805556,-71.5825,1436,Millville
middleton,middleton,,3,1440,1440,connecticut,41.56222222,-72.65083333,1440,Middleton
mersburg,mersburg,,3,1441,1441,,47.7,9.266666667,1441,Mersburg
mercury,mercury,,3,1442,1442,not a place,NA,NA,1442,Mercury
mendonmills,mendon mills,,3,1443,1443,,42.99777778,-77.50444444,1443,Mendon Mills
meillan,meillan,,3,1444,1444,unable to identify,NA,NA,1444,Meillan
mayence,mayence,,3,1446,1446,,50,8.266666667,1446,Mayence
mauritanias,mauritania's|mauritanias,,0,1447,1447,3 moved to 287,20,-12,1447,Mauritania
matenia,matenia,,3,1448,1448,unable to identify,NA,NA,1448,Matenia
masulipatam,masulipatam,,3,1449,1449,,16.17,81.13,1449,Masulipatam
masada,masada,,3,1450,1450,,31.31555556,35.35388889,1450,Masada
martaban,martaban,,3,1451,1451,,16.52083333,97.0125,1451,Martaban
marklane,mark-lane,,3,1452,1452,,51.51027778,-0.080555556,1452,Mark-Lane
march,march,,3,1453,1453,,55.18333333,-2.683333333,1453,March
marblehead,marblehead,,3,1454,1454,,42.5,-70.85833333,1454,Marblehead
manhattan,manhat tan|manhattan,,3,1455,1455,,40.79027778,-73.95972222,1455,Manhattan
madagascar,madagascar,,3,1457,1457,,-20,47,1457,Madagascar
macon,macon,,3,1458,1458,,50.05,4.216666667,1458,Macon
machaerus,machaerus,,3,1459,1459,,31.56722222,35.62416667,1459,Machaerus
lyncolneshyre,lyncolne shyre,,3,1460,1460,,53.06666667,-0.183333333,1460,Lyncolne Shyre
lyncolne,lyncolne,,3,1461,1461,,53.23271944,-0.537661111,1461,Lyncolne
luxembourg,luxembourg,,3,1463,1463,,49.81444444,6.131666667,1463,Luxembourg
loudoun,loudoun,,3,1464,1464,,55.608,-4.329,1464,Loudoun
londonbridge,london-bridge|london bridge,,3,1466,1466,,51.50805556,-0.087777778,1466,London-Bridge
lewincourt,lewin court,,3,1467,1467,,50.61472222,-3.425,1467,Lewin Court
lethes,lethe's,,3,1468,1468,mythical place,NA,NA,1468,Lethe
leman,leman,,3,1469,1469,,46.43333333,6.55,1469,Leman
laxfords,laxford's,,3,1470,1470,,58.37472222,-5.016944444,1470,Laxford
laxford,laxford,,3,1471,1471,,58.37472222,-5.016944444,1471,Laxford
latium,latium,,3,1472,1472,,41.9,12.5,1472,Latium
larne,larne,,3,1473,1473,,54.851,-5.811,1473,Larne
lakegeorge,lake george,,3,1474,1474,,43.62222222,-73.54666667,1474,Lake George
kingstone|kingstoneuponhull|kingstonuponhull,kingstone|kingstone upon hull|kingston upon hull,,8,1476|1475|2149,1475,||,53.74433333,-0.3325,1476|1475|2149,Kingstone
killmallock,killmallock,,3,1477,1477,,52.399,-8.575,1477,Killmallock
killingworth,killingworth,,3,1478,1478,,55.0318,-1.5557,1478,Killingworth
keywest,key west,,3,1479,1479,,24.55916667,-81.78403056,1479,Key West
keswick,keswick,,3,1480,1480,,54.5999,-3.1293,1480,Keswick
keilah,keilah,,3,1481,1481,Biblical place,NA,NA,1481,Keilah
jupiter,jupiter,,3,1482,1482,?,NA,NA,1482,Jupiter
judas,juda's|judas,,3,1483,1483,Biblical place,NA,NA,1483,Juda
joppa,joppa,,3,1484,1484,,32.05222222,34.75305556,1484,Joppa
jersies,jersies,,3,1486,1486,,40,-74.5,1486,Jersies
jerseyshore,jersey shore,,3,1487,1487,,NA,NA,1487,Jersey Shore
jamesriver,james river,,3,1488,1488,,36.94166667,-76.44361111,1488,James River
iudahs,iudah's,,3,1490,1490,Biblical place,NA,NA,1490,Iudah
iudah,iudah,,3,1491,1491,Biblical place,NA,NA,1491,Iudah
isleofthanet,isle of thanet,,3,1492,1492,,51.35,1.383333333,1492,Isle Of Thanet
iceland|icelands,iceland|iceland's,,6,1496|1495,1495,|,65,-18,1496|1495,Iceland
hydaspes,hydaspes,,3,1498,1498,,32.82777778,73.63888889,1498,Hydaspes
hybla,hybla,,3,1499,1499,,37.5,14,1499,Hybla
huntsvillespring,huntsville spring,,3,1500,1500,,34.73,-86.585,1500,Huntsville Spring
howlandstreet,howland-street,,3,1502,1502,,51.5215,-0.13725,1502,Howland-Street
horeb,horeb,,3,1503,1503,Biblical place,NA,NA,1503,Horeb
holyland,holy land,,3,1504,1504,,31.6253,35.1453,1504,Holy Land
holyhead,holyhead,,3,1505,1505,,53.309,-4.633,1505,Holyhead
hindostan|hindostans,hindostan|hindostan's,,5,1506|2206,1506,|,21,78,1506|2206,Hindostan
heynault,heynault,,3,1507,1507,not a place!,NA,NA,1507,Heynault
heshbon,heshbon,,3,1508,1508,Biblical place,NA,NA,1508,Heshbon
hells,hells|hell's,,3,1510,1510,Biblical place,NA,NA,1510,Hells
helles,helle's|helles,,1,1511,1511,2 moved to 710,NA,NA,1511,Helle
hebron,hebron,,3,1512,1512,Biblical place,NA,NA,1512,Hebron
hazlebank,hazlebank,,3,1513,1513,?,NA,NA,1513,Hazlebank
hartleyrow,hartley row,,3,1514,1514,,51.3043,-0.9054,1514,Hartley Row
haran,haran,,3,1515,1515,Biblical place,NA,NA,1515,Haran
hamptoncourt,hampton-court,,3,1516,1516,,51.40333333,-0.3375,1516,Hampton-Court
hallifax,hallifax,,3,1517,1517,,44.64777778,-63.57138889,1517,Hallifax
haguenau,haguenau,,3,1518,1518,,48.82,7.79,1518,Haguenau
gulfeofvenice,gulfe of venice,,3,1519,1519,,45.31666667,13,1519,Gulfe Of Venice
guildford,guildford,,3,1520,1520,,51.2365,-0.5703,1520,Guildford
greatfalls,great falls,,3,1523,1523,,NA,NA,1523,Great Falls
gotham,gotham,,3,1525,1525,,52.86583333,-1.205,1525,Gotham
gosport,gosport,,3,1526,1526,,50.79508889,-1.124236111,1526,Gosport
gomorrah,gomorrah,,3,1527,1527,biblical place,NA,NA,1527,Gomorrah
gloucestershire,gloucestershire,,0,1528,1528,3 moved to 7003 ,51.87,-2.24,1528,Gloucestershire
gischala,gischala,,3,1529,1529,?,NA,NA,1529,Gischala
gibeon,gibeon,,3,1531,1531,biblical place,NA,NA,1531,Gibeon
ghent,ghent,,3,1532,1532,,51.05,3.733333333,1532,Ghent
garden,garden,,3,1533,1533,unable to identify ,NA,NA,1533,Garden
galveston,galveston,,3,1534,1534,,29.28111111,-94.82583333,1534,Galveston
gainsborough|gainsborrough,gainsborough|gainsborrough,,5,2284|1535,1535,|,53.4016,-0.7732,2284|1535,Gainsborough
gadara,gadara,,3,1536,1536,biblical place,NA,NA,1536,Gadara
frigia,frigia,,3,1537,1537,,39,31,1537,Frigia
freehold,freehold,,3,1538,1538,,40.25634167,-74.32089722,1538,Freehold
fotheringaycastle,fotheringay castle,,3,1544,1544,,52.52455,-0.437569444,1544,Fotheringay Castle
fortorange,fort orange,,3,1545,1545,,42.64485,-73.75029167,1545,Fort Orange
fortlee,fort-lee,,3,1546,1546,,40.8503,-73.963,1546,Fort-Lee
fortamsterdam,fort amsterdam,,3,1547,1547,,40.7042,-74.0137,1547,Fort Amsterdam
fontenoy,fontenoy,,3,1548,1548,,50.5694,3.475,1548,Fontenoy
fleetstreet,fleet-street|fleetstreet,,3,1549,1549,,51.51393333,-0.110511111,1549,Fleet-Street
finland,finland|fin-land,,3,1550,1550,,64,26,1550,Finland
fiacim,fiacim,,3,1551,1551,fictional place,NA,NA,1551,Fiacim
fanscomb,fanscomb,,3,1552,1552,,51.183,0.936,1552,Fanscomb
fairisle,fair isle,,3,1554,1554,,59.54166667,-1.6225,1554,Fair Isle
euxine,euxine,,3,1555,1555,,44,35,1555,Euxine
esk,esk,,3,1557,1557,,55.94453056,-3.051369444,1557,Esk
esfi,esfi,,3,1558,1558,fictional place,NA,NA,1558,Esfi
epernon,epernon,,3,1559,1559,,48.6114,1.675,1559,Epernon
ennas,enna's,,3,1560,1560,,37.56333333,14.27611111,1560,Enna
enipeus,enipeus,,3,1561,1561,,37.69636111,21.56998889,1561,Enipeus
enfield,enfield,,3,1562,1562,,51.645,-0.06,1562,Enfield
egham,egham,,3,1564,1564,,51.429,-0.548,1564,Egham
edgehill,edge-hill|edgehill,,3,1565,1565,,52.108,-1.475,1565,Edge-Hill
edgefield,edgefield,,3,1566,1566,,52.86681944,1.115238889,1566,Edgefield
eaton,eaton,,3,1567,1567,,51.4881,-0.6092,1567,Eaton
eastcambridge,east cambridge,,3,1568,1568,"Cambridge, Massachusetts",42.37361111,-71.11055556,1568,East Cambridge
eastandwestindies,east and west indies|east and west-indies,,3,1569,1569,too vague,NA,NA,1569,East And West Indies
earths,earths|earth's,,3,1570,1570,too vague,NA,NA,1570,Earth
drury,drury,,3,1571,1571,,51.515,-0.122777778,1571,Drury
dresden,dresden,,3,1572,1572,,51.1856,1.4897,1572,Dresden
dorchesterheights,dorchester heights,,5,1573,1573,"two instances of ""Dorchester"" (417) have been moved here. They come from Howard, Sketch of Connecticut, and Cheney, Peep at the Pilgrims. ",42.33277778,-71.04611111,1573,Dorchester Heights
dole,dole,,3,1574,1574,,47.0931,5.4906,1574,Dole
diepe,diepe,,3,1575,1575,,49.92,1.08,1575,Diepe
deva,deva,,3,1576,1576,,43.29972222,-2.355277778,1576,Deva
detroit,detroit,,3,1577,1577,,42.33138889,-83.04583333,1577,Detroit
denbighshire,denbighshire|denbigh-shire,,3,1579,1579,,53.08666667,-3.354444444,1579,Denbighshire
delft,delft,,3,1580,1580,,52.01173611,4.359208333,1580,Delft
dee,dee|dee;,,3,1581,1581,,57.1422,-2.0673,1581,Dee
danooboo,danooboo,,3,1582,1582,danubyu,17.25,95.58333333,1582,Danooboo
dan,dan,,3,1583,1583,Biblical place,NA,NA,1583,Dan
dalecarlia,dalecarlia;,,3,1584,1584,,60.86666667,14.73333333,1584,Dalecarlia
cynthus,cynthus|cynthus'|cyn thus,,3,1585,1585,,37.4,25.26666667,1585,Cynthus
cusco,cusco,,3,1586,1586,,-13.525,-71.97222222,1586,Cusco
courtland,courtland,,3,1587,1587,,34.66845556,-87.31082222,1587,Courtland
corunna,corunna,,3,1588,1588,,43.365,-8.41,1588,Corunna
colombo,colombo,,3,1591,1591,,6.934444444,79.84277778,1591,Colombo
cleves,cleves,,3,1594,1594,,51.78333333,6.133333333,1594,Cleves
clarendon,clarendon,,3,1595,1595,"Clarendon Castle; of these is ""Countess Clarendon,"" which does not refer to a place as far as I can tell. Disambiguate?",51.0706,-1.7416,1595,Clarendon
chickasawbluffs,chickasaw bluffs,,3,1596,1596,,35.516,-89.888,1596,Chickasaw Bluffs
cherokeenation,cherokee nation,,3,1597,1597,"coordinates from Wikipedia article,  ""Cherokee Nation (19th century)""",35.9,-94.96666667,1597,Cherokee Nation
cheltenham,cheltenham,,3,1598,1598,,51.88333333,-2.066666667,1598,Cheltenham
chehawvillages,chehaw villages,,3,1599,1599,likely near:,31.58222222,-84.16555556,1599,Chehaw Villages
chancery,chancery,,3,1600,1600,?,NA,NA,1600,Chancery
cayenne,cayenne,,3,1601,1601,,4.937222222,-52.32611111,1601,Cayenne
castleisland,castle island,,3,1602,1602,In Boston,42.35805556,-71.06361111,1602,Castle Island
carnarvan|carnarvonshire,carnarvan|carnarvonshire,,5,2412|1605,1605,|,53.14,-4.27,2412|1605,Carnarvan
carmels,carmel's,,3,1606,1606,Biblical place,NA,NA,1606,Carmel
carmel,carmel,,3,1607,1607,Biblical place,NA,NA,1607,Carmel
caracena,caracena,,3,1609,1609,,41.38333333,-3.091111111,1609,Caracena
capemay,cape may,,3,1610,1610,,38.940782,-74.903198,1610,Cape May
capediamond,cape-diamond|cape diamond,,3,1611,1611,,46.80916667,-71.20166667,1611,Cape-Diamond
camus,camus,,3,1612,1612,,52.3483,0.2525,1612,Camus
calpes,calpe's,,3,1615,1615,Calpe's rock,38.63416667,0.076388889,1615,Calpe
california,california,,3,1616,1616,,34.05,-118.25,1616,California
caldwell,caldwell,,3,1617,1617,In Liberia,6.4,-10.73333333,1617,Caldwell
caister,caister,,3,1618,1618,,52.651,1.733,1618,Caister
cahoosfalls,cahoos falls,,3,1619,1619,,42.78796667,-73.70853333,1619,Cahoos Falls
caernarvonshire,caernarvonshire,,3,1620,1620,,53.14,-4.27,1620,Caernarvonshire
burlington,burlington,,1,1622,1622,In England. Disambiguated,54.0819,-0.1923,1622,Burlington
bundorin,bundorin,,3,1624,1624,In Ireland.,54.4754,-8.2838,1624,Bundorin
buffalobayou,buffalo bayou,,3,1625,1625,in Texas,29.7638,-95.0816,1625,Buffalo Bayou
brookestreet|brookstreet,brooke-street|brook street|brook-street|brookstreet,,5,2442|1627,1627,in London|in London,51.5129,-0.1471,2442|1627,Brooke-Street
brooklyn,brooklyn,,2,1628,1628,in NY,40.69277778,-73.99027778,1628,Brooklyn
breda,breda,,3,1634,1634,city in Holland,51.58333333,4.783333333,1634,Breda
bozrah,bozrah,,3,1636,1636,Biblical town,NA,NA,1636,Bozrah
bouro,bouro,,3,1637,1637,"now the island of Buru, Indonesia",-3.4,126.6666667,1637,Bouro
bourbonvendee,bourbon vendee,,3,1638,1638,Now La Roche-sur-Yon,46.67055556,-1.426111111,1638,Bourbon Vendee
boulevard,boulevard,,3,1639,1639,!,NA,NA,1639,Boulevard
bouillon,bouillon,,3,1640,1640,duchy in Belgium,49.7955,5.068,1640,Bouillon
bothal,bothal,,3,1641,1641,village in england,55.173,-1.625,1641,Bothal
bosworth|bosworthfield|bosworths,bosworth|bosworth field|bosworth's,,8,1643|1642|2464,1642,||,52.59111111,-1.410277778,1643|1642|2464,Bosworth
bosphorus,bosphorus,,3,1644,1644,,41.11944444,29.07527778,1644,Bosphorus
bluemountainpeak|bluemountains,blue mountain peak|blue mountains,,5,2471|1645,1645,in Jamaica|in Jamaica,18.04666667,-76.57916667,2471|1645,Blue Mountain Peak
bluehills,blue hills,,3,1646,1646,near Boston,42.20905556,-71.10230556,1646,Blue Hills
blenheim,blenheim,,3,1647,1647,"Battle of Blenheim; could also be the castle, see Lucy Aikin, Epistles on Women, but these are not included in this dataset",48.63333333,10.63333333,1647,Blenheim
blaye,blaye,,3,1648,1648,,45.12861111,-0.661111111,1648,Blaye
blackriver,black river,,3,1649,1649,River in Jamaica (Also there is one in South Carolina),18.021624,-77.846949,1649,Black River
blackheath,blackheath|black-heath,,3,1650,1650,,51.47,0.009,1650,Blackheath
bishopsgate|bishopsgatestreet,bishopsgate|bishops gate|bishop's gate street|bishops gate street,,5,2476|1651,1651,|,51.5163,-0.08145,2476|1651,Bishopsgate
bike,bike,,3,1652,1652,Town in Myanmar,NA,NA,1652,Bike
bigsandyriver,big sandy river,,3,1653,1653,Big Sandy River (Ohio),38.41611111,-82.59583333,1653,Big Sandy River
bic,bic,,3,1654,1654,,48.35,-68.78333333,1654,Bic
beverley,beverley,,3,1655,1655,,53.845,-0.427,1655,Beverley
belfast,belfast,,3,1659,1659,,54.597,-5.93,1659,Belfast
beaune,beaune,,3,1660,1660,town in France,47.025,4.839722222,1660,Beaune
bayofmatanzas,bay of matanzas,,3,1661,1661,,23.05111111,-81.57527778,1661,Bay Of Matanzas
battery,battery,,3,1663,1663,Battery Park,40.703717,-74.016094,1663,Battery
bashan,bashan|ba shan,,3,1664,1664,Biblical place,NA,NA,1664,Bashan
barnet,bar net|barnet,,3,1665,1665,"Chipping Barnet, London ",51.6254,-0.1527,1665,Barnet
barbauld,barbauld,,3,1666,1666,Not a place!,NA,NA,1666,Barbauld
ballyshannon,bally shannon,,3,1668,1668,town in Ireland,54.50138889,-8.19,1668,Ballyshannon
balbec,balbec,,3,1669,1669,"now Baalbek, Lebanon",34.00633611,36.20732222,1669,Balbec
austerlitz,austerlitz,,3,1671,1671,,49.13333333,16.76666667,1671,Austerlitz
auch,auch,,3,1673,1673,town in France,43.64638889,0.585555556,1673,Auch
artois,artois,,3,1676,1676,region of France,50.5,2.5,1676,Artois
arracan|arrakan,arracan|arrakan,,6,1678|1677,1677,"Arakan, kingdom in modern Rakhine State, Myanmar|Arakan, kingdom in modern Rakhine State, Myanmar",19.5,94,1678|1677,Arracan
aransaso,aransaso,,3,1679,1679,"Now Aransas Bay, off Texas",28.05027778,-96.99166667,1679,Aransaso
arahwahtee|irrawaddy,arah-wah-tee|irrawaddy,,5,1680|2178,1680,Irrawaddy in Myanmar|,15.85527778,95.24083333,1680|2178,Arah-Wah-Tee
anglesey,anglesey,,3,1683,1683,Isle of Anglesey,47.47361111,-0.554166667,1683,Anglesey
amphipolis,amphipolis,,3,1686,1686,Classical Greek city,40.81833333,23.84,1686,Amphipolis
alva,alva,,3,1688,1688,"Alba de Tormes, of the Duke of Alba, in Salamanca, Spain. This seems to have been the preferred spelling; all instances of ""Alba"" in the corpus refer to the pre-Roman Italian city",40.961612,-5.667607,1688,Alva
alsace|alsatia,alsace|alsatia,,5,2534|1689,1689,"|Note: this word appears in evelyn, mundus foppensis, but is not tagged as placeName: here it signifies an area near London that was considered a debt sanctuary",48.5,7.5,2534|1689,Alsace
alresford,alresford,,3,1690,1690,"town in Hampshire, England",51.0907,-1.1612,1690,Alresford
alleesdemeilhan,allees de meilhan,,3,1691,1691,"street in Marseilles, France",43.29638889,5.37,1691,Allees De Meilhan
ageda,ageda,,3,1694,1694,Plains of Ageda in Hungary,47.4925,19.05138889,1694,Ageda
aegean,aegean,,3,1697,1697,,39,25,1697,Aegean
acton,acton,,3,1698,1698,"Manor in Worcestershire or Gloucestershire, England",NA,NA,1698,Acton
achor,achor,,3,1699,1699,Biblical valley near Jericho,NA,NA,1699,Achor
aberdeen,aberdeen,,3,1701,1701,city in Scotland,57.1526,-2.11,1701,Aberdeen
zoans,zoan's,,2,1702,1702,biblical place,NA,NA,1702,Zoan
zidon,zidon,,2,1703,1703,biblical place,NA,NA,1703,Zidon
zealand,zealand,,2,1704,1704,,-41.28333333,174.45,1704,Zealand
zant,zant,,2,1705,1705,,37.8,20.75,1705,Zant
zaaras,zaara's,,2,1706,1706,???,NA,NA,1706,Zaara
yoxford,yoxford,,2,1707,1707,,52.264,1.509,1707,Yoxford
yorkriver,york-river,,2,1708,1708,,37.24777778,-76.3825,1708,York-River
yemen,yemen,,2,1709,1709,,15,48,1709,Yemen
yell,yell,,2,1710,1710,,60.62,-1.1,1710,Yell
yarrow,yarrow's,,2,1711,1711,,53.66151667,-2.809083333,1711,Yarrow
yalecollege,yale college,,2,1712,1712,,41.31166667,-72.92527778,1712,Yale College
xanthus,xanthus,,2,1713,1713,,36.35611111,29.31861111,1713,Xanthus
wythecounty,wythe county,,2,1714,1714,,36.92,-81.09,1714,Wythe County
salem,,,13,NA,1715,short for Jerusalem,31.78333333,35.21666667,NA,Salem
wotobank,wotobank,,2,1716,1716,"""romantic hill"" in manor of Beckermont",54.75,-3,1716,Wotobank
worthing,worthing,,2,1717,1717,,50.81471111,-0.371386111,1717,Worthing
winchelsey,winchelsey,,2,1719,1719,"Not a place ** I think this refers to Robert Winchelsey/Archbishop of Canterbury because tracking the Corpus Master tags, context refers to theologian connected to Edward II",NA,NA,1719,Winchelsey
winchelsea,winchelsea,,2,1720,1720,"Not a place ** but an earldom, because Tollet's Poems on Several Occasions is referencing the Countess of Winchelsea (sic: Winchilsea). Corpus Master also tags this as appearing in The Female Advocate (Scott) but I checked and neither spelling appears anywhere in the WWO text",NA,NA,1720,Winchelsea
wiltham,wilt ham,,2,1722,1722,Referrencing the English city not Boston because context of story has Kensington Gardens,53.51648333,-0.102072222,1722,Wiltham
wilizka,wi lizka,,2,1723,1723,,49.97916667,20.06388889,1723,Wilizka
westtennessee,west tennessee,,2,1726,1726,,35.7,-89.2,1726,West Tennessee
westpool,westpool,,2,1727,1727,??,NA,NA,1727,Westpool
westpennsylvania,west pennsylvania,,2,1728,1728,,41.05,-79.05,1728,West Pennsylvania
westmorelandcounty,westmoreland county,,1,1729,1729,Moved 1 to 8004,40.31,-79.47,1729,Westmoreland County
westmoreland,westmoreland,,2,1730,1730,This is not a place,NA,NA,1730,Westmoreland
westflorida,west-florida,,2,1732,1732,Colonial West Florida,30.65,-88.68333333,1732,West-Florida
westernvalley,western valley,,2,1733,1733,Biblical place?,NA,NA,1733,Western Valley
westernocean,western ocean,,2,1734,1734,too vague,NA,NA,1734,Western Ocean
westernindia,western india,,2,1735,1735,,24,-71,1735,Western India
wellofhelicon,well of helicon,,2,1736,1736,mythical place,NA,NA,1736,Well Of Helicon
watertown,watertown,,2,1737,1737,,42.37083333,-71.18333333,1737,Watertown
waterford,waterford,,2,1738,1738,,52.25666667,-7.129166667,1738,Waterford
wataga,wa taga,,2,1739,1739,,36.23,-81.7,1739,Wataga
warwickshire,warwickshire,,2,1740,1740,,52.576,-1.5454,1740,Warwickshire
warsaw,warsaw,,2,1741,1741,,52.23333333,21.01666667,1741,Warsaw
wardourcastle,war dour castle,,2,1742,1742,,51.0365,-2.0888,1742,War Dour Castle
wapping,wapping,,2,1743,1743,,51.5073,-0.061,1743,Wapping
wandsworth,wandsworth,,2,1744,1744,,51.45730556,-0.194861111,1744,Wandsworth
vosges,vosges,,2,1746,1746,,48,7,1746,Vosges
vlai,vlai,,2,1747,1747,biblical place,NA,NA,1747,Vlai
ventaicenorum,venta icenorum,,2,1748,1748,,52.5835,1.2909,1748,Venta Icenorum
vauxhallgardens,vaux-hall-gardens|vaux-hall gardens,,2,1749,1749,"Its not the New York gardens because mention is made of Ruckholt, which is decidedly England only",51.48666667,-0.121833333,1749,Vaux-Hall-Gardens
valmont,valmont,,2,1750,1750,,49.7439,0.5144,1750,Valmont
valmonsor,valmonsor,,2,1751,1751,"Not a place? Seems to be a person (Nooth, Charlotte)",NA,NA,1751,Valmonsor
valleyofthemississippi,valley of the mississippi,,2,1752,1752,,33.751,-89.681,1752,Valley Of The Mississippi
valentinois,valentinois,,2,1753,1753,,45.38333333,5.733333333,1753,Valentinois
valentia,valentia,,2,1754,1754,Coordinates lost to history (Wikipedia),NA,NA,1754,Valentia
vaalifield,vaalifield,,2,1755,1755,A hill on the island of Unst,60.75,-0.883333333,1755,Vaalifield
upperlouisiana,upper louisiana,,2,1756,1756,,40.25,-90.25,1756,Upper Louisiana
union,union,,2,1757,1757,,NA,NA,1757,Union
umerapoorah,umerapoorah,,2,1758,1758,,21.9,96.05,1758,Umerapoorah
ukraine,ukraine,,2,1759,1759,"Unclear what constituted Ukriane prior to independence from Russia in late 19th cent., so listing Kiev since that was constant",50.45,30.52333333,1759,Ukraine
tygrus,tygrus,,2,1761,1761,,38.43333333,39.77277778,1761,Tygrus
twosicilies,two sicilies,,2,1762,1762,,40.845,14.25833333,1762,Two Sicilies
twatling,twatling,,2,1765,1765,,52.36752778,-2.008722222,1765,Twatling
tuscaloosa,tuscaloosa,,2,1766,1766,,33.20653889,-87.53460556,1766,Tuscaloosa
turksisland,turks island,,2,1767,1767,,21.75,-71.58333333,1767,Turks Island
tudela,tudela,,2,1769,1769,,42.06527778,-1.606666667,1769,Tudela
tuam,tuam,,2,1770,1770,,53.515,-8.851,1770,Tuam
tropicofcancer,tropic of cancer,,2,1771,1771,,23.43722222,0,1771,Tropic Of Cancer
trevoux,trevoux,,2,1773,1773,,45.9411,4.775,1773,Trevoux
trajan,trajan,,2,1774,1774,"Not a place, Roman emperor",NA,NA,1774,Trajan
towre,towre,,2,1775,1775,"Not a place, noun - tower",NA,NA,1775,Towre
topsyturvy,topsy turvy,,2,1776,1776,fictional place,NA,NA,1776,Topsy Turvy
tophets,tophet's|tophets,,2,1777,1777,biblical place,NA,NA,1777,Tophet
tilbury,tilbury,,2,1778,1778,,51.4606,0.3582,1778,Tilbury
threerivers,three rivers,,1,1779,1779,"Moved 1 to from 348; this refers to Canada (Brooke (Emily) mentions Quebec right before Three Rivers, which is trois rivieres)",NA,NA,1779,Three Rivers
thiques,thiques,,2,1780,1780,??,NA,NA,1780,Thiques
theunitedstates,the united states,,2,1781,1781,? which coordinates to put in? d.c.?,38.90472222,-77.01638889,1781,The United States
thermopyle,thermopyle,,2,1783,1783,,38.80527778,22.56277778,1783,Thermopyle
thenetherlands,the netherlands,,0,1784,1784,,52.31666667,5.55,1784,The Netherlands
thanet,thanet,,2,1785,1785,,51.35,1.383333333,1785,Thanet
tewksbury,tewksbury,,2,1786,1786,,42.61055556,-71.23472222,1786,Tewksbury
tenby,tenby,,2,1787,1787,,51.6745,-4.7044,1787,Tenby
tempes,tempe's,,2,1788,1788,unable to identify,NA,NA,1788,Tempe
taurus,taurus|tau rus,,2,1789,1789,not a place?,NA,NA,1789,Taurus
tarascon,tarascon,,2,1790,1790,,43.8058,4.6603,1790,Tarascon
tallahassee,tallahassee,,2,1791,1791,,30.455,-84.25333333,1791,Tallahassee
tagus,tagus,,2,1792,1792,,40.31972222,-1.6975,1792,Tagus
syracusa,syracusa,,2,1793,1793,,37.08333333,15.28333333,1793,Syracusa
swan,swan,,2,1795,1795,unable to identify,NA,NA,1795,Swan
swaffham,swaffham,,2,1796,1796,,52.65289444,0.684286111,1796,Swaffham
sussexdowns,sussex downs,,2,1797,1797,,50.95,-0.7,1797,Sussex Downs
sunderland,sunderland,,2,1800,1800,,54.9061,-1.381130556,1800,Sunderland
sumburghead,sumburghead,,2,1801,1801,,59.85428889,-1.275311111,1801,Sumburghead
stygian,stygian,,2,1803,1803,mythical place,NA,NA,1803,Stygian
stvincentsrock,st. vincent's rock|st. vincents rock,,2,1804,1804,unable to identify,NA,NA,1804,St. Vincent's Rock
stvincents,st. vincents|st. vincent's,,2,1805,1805,unable to identify,NA,NA,1805,St. Vincents
sttoles,st. toles,,2,1806,1806,somewhere in Oxford.,51.75194444,-1.257777778,1806,St. Toles
stthomas,st. thomas,,2,1807,1807,,51.75166111,-1.268502778,1807,St. Thomas
stseberina,st. seberina,,2,1808,1808,title: not a place,NA,NA,1808,St. Seberina
stpetersburgh,st. petersburgh,,0,1809,1809,2 moved to 402,59.9375,30.30861111,1809,St. Petersburgh
stpeters,st. peter's,,2,1810,1810,,41.90222222,12.45333333,1810,St. Peter's
stpaul,st. paul,,2,1811,1811,,51.51361111,-0.098055556,1811,St. Paul
stonne,stonne,,2,1812,1812,,49.5508,4.9272,1812,Stonne
stonington,ston ington,,2,1813,1813,,41.365,-71.90666667,1813,Stonington
stoke,stoke,,2,1814,1814,,53,-2.183333333,1814,Stoke
stockton,stockton,,2,1815,1815,unable to identify,NA,NA,1815,Stockton
stockbridge,stockbridge,,2,1816,1816,,42.2875,-73.32083333,1816,Stockbridge
stmildreds,st.mildreds,,2,1817,1817,,51.27666667,1.074166667,1817,St.Mildreds
stmalo,st. malo,,2,1818,1818,,48.6481,-2.0075,1818,St. Malo
stjean,st. jean,,2,1820,1820,,50.69083333,4.406111111,1820,St. Jean
stjamessparish,st. james's parish,,2,1821,1821,unable to identify,NA,NA,1821,St. James's Parish
stjago,st. jago,,2,1822,1822,,17.99587778,-76.95510833,1822,St. Jago
stix,stix,,2,1823,1823,mythical place,NA,NA,1823,Stix
stgermain,st. germain,,2,1824,1824,,50.396,-4.31,1824,St. Germain
stgeorges,st. george's,,2,1825,1825,separate places; falls below threshhold,NA,NA,1825,St. George's
stcyr,st. cyr,,2,1826,1826,,48.8008,2.0633,1826,St. Cyr
staugustine,st. augustine,,2,1827,1827,,29.89472222,-81.31444444,1827,St. Augustine
